Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
28322376,06/24/2014 01:57:09 AM,06/24/2014 02:17:03 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,72-15 41 AVENUE,41 AVENUE,72 STREET,73 STREET,,,ADDRESS,WOODSIDE,,Precinct,Closed,06/24/2014 09:57:09 AM,The Police Department issued a summons in response to the complaint.,06/24/2014 02:16:56 AM,04 QUEENS,4013040071,QUEENS,1013917,210726,PHONE,Unspecified,QUEENS,,,,,,,,40.745021,-73.8929351,"(40.745021, -73.8929351)"
37434908,10/15/2017 02:47:24 PM,10/15/2017 11:33:57 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10035,2084 5 AVENUE,5 AVENUE,EAST 128 STREET,EAST 129 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/15/2017 10:47:24 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/15/2017 11:33:57 PM,10 MANHATTAN,1017260035,MANHATTAN,1000665,233864,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.8085632,-73.9407035,"(40.8085632, -73.9407035)"
26749301,11/24/2013 10:49:40 PM,11/25/2013 04:37:39 PM,DOB,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11103,25-53 STEINWAY STREET,STEINWAY STREET,25 AVENUE,28 AVENUE,,,ADDRESS,ASTORIA,,N/A,Closed,11/28/2013 10:49:40 PM,The Department of Buildings contacted you and scheduled an inspection. See Notes to Customer for more details.,11/25/2013 04:37:04 PM,01 QUEENS,4006840124,QUEENS,1008623,218926,ONLINE,Unspecified,QUEENS,,,,,,,,40.7675441,-73.9120108,"(40.7675441, -73.9120108)"
46156300,05/08/2020 06:15:35 AM,05/08/2020 06:56:20 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10455,440 EAST  148 STREET,EAST  148 STREET,BERGEN AVENUE,BROOK AVENUE,BERGEN AVENUE,BROOK AVENUE,,BRONX,EAST  148 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/08/2020 10:56:22 AM,01 BRONX,2022920132,BRONX,1007273,236129,ONLINE,Unspecified,BRONX,,,,,,,,40.81476529360099,-73.91682546071745,"(40.81476529360099, -73.91682546071745)"
48294100,12/01/2020 02:39:39 PM,12/01/2020 06:23:00 PM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,5821 AVENUE L,AVENUE L,EAST   58 STREET,EAST   59 STREET,EAST   58 STREET,EAST   59 STREET,,BROOKLYN,AVENUE L,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/01/2020 06:22:52 PM,18 BROOKLYN,3078380002,BROOKLYN,1006620,166649,PHONE,Unspecified,BROOKLYN,,,,,,,,40.624061261397145,-73.91941544759474,"(40.624061261397145, -73.91941544759474)"
34662762,10/29/2016 05:49:35 PM,11/01/2016 05:00:14 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10128,234 EAST 95 STREET,EAST 95 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,11/01/2016 05:00:14 PM,08 MANHATTAN,1015400030,MANHATTAN,998387,224963,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7841363,-73.9489512,"(40.7841363, -73.9489512)"
23084741,04/19/2012 12:00:00 AM,04/23/2012 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11206,273 LEE AVENUE,LEE AVENUE,WALLABOUT STREET,FLUSHING AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,04/23/2012 12:00:00 AM,01 BROOKLYN,3022640003,BROOKLYN,997106,194251,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
44992056,11/22/2019 09:58:47 AM,12/27/2019 02:19:48 PM,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11204,7321 19 AVENUE,19 AVENUE,73 STREET,74 STREET,73 STREET,74 STREET,,BROOKLYN,19 AVENUE,,Closed,,The Department of Parks and Recreation visited the location but could not find the tree condition you reported.,12/27/2019 07:19:50 PM,11 BROOKLYN,,BROOKLYN,986215,162669,PHONE,Unspecified,BROOKLYN,,,,,,,,40.613165,-73.9929225,"(40.613165, -73.9929225)"
27621247,03/12/2014 09:22:45 AM,06/04/2015 11:59:58 AM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10308,421 KATAN AVENUE,KATAN AVENUE,ARMSTRONG AVENUE,DEMOPOLIS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,04/11/2014 09:22:45 AM,This request has been inspected and is pending prioritization for possible inclusion in the pilot program.,06/04/2015 11:59:39 AM,03 STATEN ISLAND,5054860046,STATEN ISLAND,939651,140243,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5514981,-74.1604868,"(40.5514981, -74.1604868)"
20526094,05/28/2011 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11436,146-18 130 AVENUE,130 AVENUE,146 STREET,147 STREET,,,ADDRESS,JAMAICA,,N/A,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",06/12/2011 12:00:00 AM,12 QUEENS,4121090046,QUEENS,1041897,183548,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
26089844,08/07/2013 10:56:00 AM,08/08/2013 12:00:00 PM,DSNY,Manhattan 08,Other Enforcement,E10 Obstruction (Street/Sidewalk),Sidewalk,10021,354 EAST 69 STREET,EAST 69 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,08/08/2013 12:00:00 PM,08 MANHATTAN,1014430134,MANHATTAN,995741,218472,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
37273030,09/25/2017 11:01:00 PM,09/29/2017 06:30:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11237,,,,,WYCKOFF AVENUE,PUTNAM AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",09/29/2017 06:30:00 PM,04 BROOKLYN,,BROOKLYN,1009546,193683,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6982557,-73.9087736,"(40.6982557, -73.9087736)"
38234910,01/17/2018 11:14:24 AM,05/25/2018 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,11216,1066 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,03/30/2018 10:10:39 AM,The City has removed the graffiti from this property.,06/12/2018 04:15:25 PM,03 BROOKLYN,3019540025,BROOKLYN,996750,190085,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6884073,-73.9549272,"(40.6884073, -73.9549272)"
40047871,08/18/2018 11:25:00 AM,08/21/2018 12:00:00 PM,DSNY,BCC - Queens East,Other Enforcement,E10 Street Obstruction,Sidewalk,11411,,,,,224 STREET,118 AVENUE,INTERSECTION,Cambria Heights,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,08/21/2018 12:00:00 PM,13 QUEENS,,QUEENS,1057063,191685,PHONE,Unspecified,QUEENS,,,,,,,,40.6925083,-73.7374325,"(40.6925083, -73.7374325)"
31902795,11/03/2015 06:05:00 PM,11/07/2015 12:00:00 PM,DSNY,BCC - Staten Island,Sanitation Condition,15R Street Cond/Ref.W Door,Sidewalk,10304,2060 CLOVE ROAD,CLOVE ROAD,DARIEN STREET,GILES PLACE,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,The Department of Sanitation removed the items.,11/07/2015 12:00:00 PM,02 STATEN ISLAND,5031600004,STATEN ISLAND,960938,159468,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6043484,-74.0839532,"(40.6043484, -74.0839532)"
36331389,06/01/2017 11:47:00 PM,06/06/2017 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11692,64-08 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,BEACH 64 ST,BEACH 65 ST,,,ADDRESS,Arverne,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/06/2017 01:45:00 AM,14 QUEENS,4160380070,QUEENS,1041614,155396,ONLINE,Unspecified,QUEENS,,,,,,,,40.5930167,-73.7934507,"(40.5930167, -73.7934507)"
38191368,01/12/2018 01:37:56 PM,02/23/2018 03:00:54 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,10312,31 VICTORIA ROAD,VICTORIA ROAD,GREEN VALLEY ROAD,MANCHESTER DRIVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,03/17/2018 04:00:02 PM,The Department of Parks and Recreation performed the work necessary to correct the condition.,02/23/2018 03:00:54 PM,03 STATEN ISLAND,5060230300,STATEN ISLAND,930131,139458,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5492905,-74.1947375,"(40.5492905, -74.1947375)"
21067080,08/18/2011 09:24:00 PM,08/23/2011 12:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,11211,,,,,METROPOLITAN AVENUE,ROEBLING STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/23/2011 12:00:00 AM,01 BROOKLYN,,BROOKLYN,996015,199591,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
34340502,09/16/2016 10:57:00 PM,09/17/2016 10:58:00 PM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11238,154 UNDERHILL AVENUE,UNDERHILL AVENUE,PARK PL,STERLING PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,09/17/2016 10:58:00 PM,08 BROOKLYN,3011650049,BROOKLYN,993565,185518,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6758759,-73.9664181,"(40.6758759, -73.9664181)"
42881861,06/05/2019 03:51:02 PM,06/05/2019 03:51:02 PM,DOB,Department of Buildings,BEST/Site Safety,Demolition Notification Received,,11206,688 FLUSHING AVENUE,FLUSHING AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,,06/05/2019 12:00:00 AM,03 BROOKLYN,3017220025,BROOKLYN,999398,194424,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.7003127,-73.9453692,"(40.7003127, -73.9453692)"
26188948,08/24/2013 12:00:00 AM,09/23/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10033,206 AUDUBON AVENUE,AUDUBON AVENUE,WEST 175 STREET,WEST 176 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",09/23/2013 12:00:00 AM,12 MANHATTAN,1021330020,MANHATTAN,1002238,247187,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
29967549,02/17/2015 03:33:00 PM,03/08/2015 08:55:00 AM,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,11101,,,,,47 AVENUE,30 PLACE,INTERSECTION,Long Island City,,N/A,Closed,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,03/08/2015 08:55:00 AM,02 QUEENS,,QUEENS,1001784,210049,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7431952,-73.9367235,"(40.7431952, -73.9367235)"
42939439,06/11/2019 11:13:09 AM,,DSNY,Department of Sanitation,Graffiti,Graffiti,,,482 167 street,482 167 street,,,,,ADDRESS,,,N/A,Open,,,06/11/2019 11:13:09 AM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
24771855,01/12/2013 12:00:00 AM,01/17/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11203,916 LINDEN BOULEVARD,LINDEN BOULEVARD,EAST 57 STREET,EAST 58 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",01/17/2013 12:00:00 AM,17 BROOKLYN,3046830001,BROOKLYN,1005419,177636,ONLINE,Unspecified,BROOKLYN,,,,,,,,,,
16678176,05/17/2010 01:43:00 PM,05/17/2010 05:30:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10301,33 STANLEY AVENUE,STANLEY AVENUE,JERSEY ST,PINE ST,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",05/17/2010 05:30:00 PM,01 STATEN ISLAND,5001060005,STATEN ISLAND,960202,171029,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.636079,-74.0866449,"(40.636079, -74.0866449)"
21472940,09/19/2011 12:00:00 AM,09/26/2011 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10467,658 LESTER STREET,LESTER STREET,BARKER AVENUE,DEAD END,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,09/26/2011 12:00:00 AM,12 BRONX,2045440022,BRONX,1020490,256483,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
47107077,08/04/2020 11:36:24 AM,08/04/2020 01:03:27 PM,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11210,1251 EAST   40 STREET,EAST   40 STREET,HUBBARD PLACE,ALTON PLACE,HUBBARD PLACE,ALTON PLACE,,BROOKLYN,EAST   40 STREET,,Closed,,The Department of Parks and Recreation visited the site and inspected the condition. No work is necessary at this time.,08/04/2020 05:03:30 PM,18 BROOKLYN,3078130023,BROOKLYN,1001892,166920,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.62481577627313,-73.93644663972705,"(40.62481577627313, -73.93644663972705)"
45550223,02/05/2020 04:57:35 AM,02/05/2020 09:03:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,541 WEST  156 STREET,WEST  156 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,,NEW YORK,WEST  156 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/05/2020 02:03:31 PM,12 MANHATTAN,1021150057,MANHATTAN,999755,242720,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83287210916891,-73.94397028666725,"(40.83287210916891, -73.94397028666725)"
39390934,06/06/2018 09:32:00 AM,06/06/2018 09:32:00 AM,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,11209,316 80 STREET,80 STREET,3 AVE,4 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,06/06/2018 09:32:00 AM,10 BROOKLYN,3059880014,BROOKLYN,976322,167949,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6276541,-74.028561,"(40.6276541, -74.028561)"
20704953,06/24/2011 08:18:55 PM,06/25/2011 12:12:24 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11205,325 CLINTON AVENUE,CLINTON AVENUE,DE KALB AVENUE,LAFAYETTE AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/25/2011 04:18:55 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/25/2011 12:12:24 AM,02 BROOKLYN,3019300001,BROOKLYN,993165,190075,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6883842,-73.9678541,"(40.6883842, -73.9678541)"
48411724,12/14/2020 11:50:27 AM,12/14/2020 07:24:51 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10468,2643 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,12/14/2020 07:24:51 PM,07 BRONX,2032370103,BRONX,1010666,256059,PHONE,Unspecified,BRONX,,,,,,,,40.86945779258752,-73.90448916981113,"(40.86945779258752, -73.90448916981113)"
23209970,05/10/2012 10:42:51 AM,06/25/2012 06:31:27 AM,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,11368,104-57 42 AVENUE,42 AVENUE,104 STREET,108 STREET,,,ADDRESS,CORONA,,N/A,Closed,06/07/2012 10:31:31 AM,The Department of Parks and Recreation has corrected the condition.,06/25/2012 06:15:56 AM,04 QUEENS,4019850057,QUEENS,1022898,212055,PHONE,Unspecified,QUEENS,,,,,,,,40.7486341,-73.860516,"(40.7486341, -73.860516)"
22556365,01/19/2012 02:47:20 AM,01/19/2012 03:42:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,167 LENNOX ROAD,LENNOX ROAD,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/19/2012 10:47:20 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/19/2012 03:40:49 AM,17 BROOKLYN,3050650085,BROOKLYN,996989,177517,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6539106,-73.9540891,"(40.6539106, -73.9540891)"
40859199,05/26/2016 10:43:28 AM,05/26/2016 10:43:28 AM,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11201,200 CONGRESS STREET,CONGRESS STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings reviewed this complaint and determined that no further action was necessary.,05/26/2016 12:00:00 AM,06 BROOKLYN,3003020009,BROOKLYN,985641,189978,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6881223,-73.9949843,"(40.6881223, -73.9949843)"
34496856,10/08/2016 11:08:00 AM,10/11/2016 12:00:00 PM,DSNY,BCC - Bronx,Sanitation Condition,12 Dead Animals,Sidewalk,10470,,,,,NEREID AVENUE,WHITE PLAINS ROAD,INTERSECTION,BRONX,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,10/11/2016 12:00:00 PM,12 BRONX,,BRONX,1024530,266641,PHONE,Unspecified,BRONX,,,,,,,,40.8984496,-73.8542983,"(40.8984496, -73.8542983)"
24092658,09/26/2012 12:00:00 AM,10/19/2012 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,11432,185-01 HILLSIDE AVENUE,HILLSIDE AVENUE,184 PLACE,186 STREET,,,ADDRESS,JAMAICA,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",10/19/2012 12:00:00 AM,08 QUEENS,4099540066,QUEENS,1046074,199595,PHONE,Unspecified,QUEENS,,,,,,,,,,
47815604,10/08/2020 02:07:11 PM,10/13/2020 01:30:13 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10466,4360 BAYCHESTER AVENUE,BAYCHESTER AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",10/13/2020 01:30:13 PM,12 BRONX,2050570027,BRONX,1026919,266544,PHONE,Unspecified,BRONX,,,,,,,,40.89817219352304,-73.84565742389341,"(40.89817219352304, -73.84565742389341)"
48092395,11/07/2020 09:33:26 PM,11/08/2020 12:57:08 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,54 EAST  182 STREET,EAST  182 STREET,WALTON AVENUE,MORRIS AVENUE,WALTON AVENUE,MORRIS AVENUE,,BRONX,EAST  182 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,11/08/2020 05:57:11 AM,05 BRONX,2031810019,BRONX,1010966,251501,ONLINE,Unspecified,BRONX,,,,,,,,40.85694656497296,-73.90342264730121,"(40.85694656497296, -73.90342264730121)"
18304264,07/20/2010 12:00:00 AM,07/28/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,11221,1345 DEKALB AVENUE,DEKALB AVENUE,CENTRAL AVENUE,WILSON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,07/28/2010 12:00:00 AM,0 Unspecified,3032340054,Unspecified,1005078,193793,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,
33161673,04/18/2016 09:10:52 PM,04/19/2016 12:42:24 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11234,5804 AVENUE N,AVENUE N,EAST 58 STREET,EAST 59 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/19/2016 05:10:52 AM,The Police Department reviewed your complaint and provided additional information below.,04/19/2016 12:42:24 AM,18 BROOKLYN,3079030040,BROOKLYN,1006728,164961,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6194277,-73.919032,"(40.6194277, -73.919032)"
32570435,01/31/2016 11:56:08 AM,02/04/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,11201,101 CLINTON STREET,CLINTON STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,02/04/2016 12:00:00 AM,02 BROOKLYN,3002550020,BROOKLYN,986206,191809,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6931479,-73.9929465,"(40.6931479, -73.9929465)"
26636534,11/06/2013 03:39:44 PM,11/08/2013 04:31:52 PM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,11375,110-45 QUEENS BOULEVARD,QUEENS BOULEVARD,72 DRIVE,73 AVENUE,,,ADDRESS,FOREST HILLS,,N/A,Closed,11/27/2013 03:39:44 PM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",11/08/2013 04:31:01 PM,06 QUEENS,4022380001,QUEENS,1028852,201376,PHONE,Unspecified,QUEENS,,,,,,,,40.7192949,-73.8390984,"(40.7192949, -73.8390984)"
44517520,11/06/2019 07:21:51 PM,11/21/2019 02:04:41 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10460,1522 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,11/21/2019 02:04:41 AM,09 BRONX,2039190010,BRONX,1020707,244838,PHONE,Unspecified,BRONX,,,,,,,,40.8386237,-73.8682456,"(40.8386237, -73.8682456)"
24855452,01/24/2013 12:00:00 AM,01/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11207,473 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",01/29/2013 12:00:00 AM,05 BROOKLYN,3038060015,BROOKLYN,1013584,181811,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
21966346,11/27/2011 12:00:00 AM,12/06/2011 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11420,111-21 120 STREET,120 STREET,111 AVENUE,LINDEN BOULEVARD,,,ADDRESS,SOUTH OZONE PARK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,12/06/2011 12:00:00 AM,10 QUEENS,4116250058,QUEENS,1034092,187246,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
46966289,07/24/2020 05:13:50 PM,07/29/2020 10:38:06 AM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11206,336 THROOP AVENUE,THROOP AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,07/29/2020 10:38:06 AM,03 BROOKLYN,3017760044,BROOKLYN,1000082,191690,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6928073,-73.9429088,"(40.6928073, -73.9429088)"
34469011,10/04/2016 09:34:25 PM,10/05/2016 03:07:07 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10469,,,,,BOUCK AVENUE,WARING AVENUE,INTERSECTION,BRONX,,Precinct,Closed,10/05/2016 05:34:25 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/05/2016 03:07:07 AM,11 BRONX,,BRONX,1025683,253008,PHONE,Unspecified,BRONX,,,,,,,,40.861026,-73.850212,"(40.861026, -73.850212)"
37671182,11/11/2017 01:29:34 PM,11/22/2017 05:59:32 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10301,100 BELMONT PLACE,BELMONT PLACE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",11/22/2017 05:59:32 PM,01 STATEN ISLAND,5000200008,STATEN ISLAND,962153,173398,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,
